"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","segment","Postal Code","city","state","country","Product ID","Product Name","Sub-Category","category","sales","quantity","discount","profit","Shipping Cost","Order Priority"
45346,CA-2016-PB880523-42370,"2016-01-01","2016-01-06",Standard Class,PB-880523,Patrick Bzostek,Home Office,"",North York,Ontario,Canada,OFF-AR-5910,"Sanford Highlighters, Blue",Art,Office Supplies,15.75,1,0.0,1.71,1.4,Medium
22266,ID-2016-MY182957-42370,"2016-01-01","2016-01-04",First Class,MY-182957,Muhammed Yedwab,Corporate,"",Albury,New South Wales,Australia,TEC-AC-5101,"Logitech Flash Drive, Programmable",Accessories,Technology,115.236,4,0.1,28.116,8.64,Medium
22270,ID-2016-MY182957-42370,"2016-01-01","2016-01-04",First Class,MY-182957,Muhammed Yedwab,Corporate,"",Albury,New South Wales,Australia,OFF-SU-4327,"Fiskars Trimmer, Serrated",Supplies,Office Supplies,105.3,3,0.1,8.19,7.56,Medium
22267,ID-2016-MY182957-42370,"2016-01-01","2016-01-04",First Class,MY-182957,Muhammed Yedwab,Corporate,"",Albury,New South Wales,Australia,OFF-PA-5879,"SanDisk Message Books, Recycled",Paper,Office Supplies,85.428,4,0.1,18.948,12.79,Medium
22269,ID-2016-MY182957-42370,"2016-01-01","2016-01-04",First Class,MY-182957,Muhammed Yedwab,Corporate,"",Albury,New South Wales,Australia,OFF-ST-4294,"Fellowes Trays, Industrial",Storage,Office Supplies,416.664,8,0.1,41.544,16.53,Medium
49179,HU-2016-JR567057-42370,"2016-01-01","2016-01-05",Standard Class,JR-567057,Jim Radford,Consumer,"",Budapest,Budapest,Hungary,OFF-BI-2898,"Acco Binder, Recycled",Binders,Office Supplies,15.51,1,0.0,0.45,1.89,Medium
22268,ID-2016-MY182957-42370,"2016-01-01","2016-01-04",First Class,MY-182957,Muhammed Yedwab,Corporate,"",Albury,New South Wales,Australia,TEC-AC-5122,"Logitech Memory Card, Erganomic",Accessories,Technology,728.568,8,0.1,-32.472,143.97,Medium
22265,ID-2016-MY182957-42370,"2016-01-01","2016-01-04",First Class,MY-182957,Muhammed Yedwab,Corporate,"",Albury,New South Wales,Australia,TEC-CO-3679,"Canon Copy Machine, Digital",Copiers,Technology,1649.214,7,0.1,36.624,178.71,Medium
49178,HU-2016-JR567057-42370,"2016-01-01","2016-01-05",Standard Class,JR-567057,Jim Radford,Consumer,"",Budapest,Budapest,Hungary,OFF-BI-4829,"Ibico Index Tab, Durable",Binders,Office Supplies,9.27,1,0.0,4.05,1.26,Medium
47987,IR-2016-AG52560-42371,"2016-01-02","2016-01-04",Second Class,AG-52560,Andy Gerbode,Corporate,"",Ardabil,Ardabil,Iran,OFF-SU-4128,"Elite Scissors, High Speed",Supplies,Office Supplies,45.06,2,0.0,21.6,4.89,High
47986,IR-2016-AG52560-42371,"2016-01-02","2016-01-04",Second Class,AG-52560,Andy Gerbode,Corporate,"",Ardabil,Ardabil,Iran,TEC-PH-5264,"Motorola Signal Booster, Full Size",Phones,Technology,2021.88,14,0.0,323.4,239.62,High
46555,EG-2016-CV229538-42371,"2016-01-02","2016-01-02",Same Day,CV-229538,Christina VanderZanden,Consumer,"",Cairo,Al Qahirah,Egypt,OFF-BI-4807,"Ibico Binder Covers, Clear",Binders,Office Supplies,52.44,4,0.0,3.6,6.88,High
21639,ID-2016-RL196157-42371,"2016-01-02","2016-01-03",First Class,RL-196157,Rob Lucas,Consumer,"",Newcastle,New South Wales,Australia,FUR-BO-3639,"Bush Library with Doors, Metal",Bookcases,Furniture,1637.01,5,0.1,-36.39,452.28,Medium
46556,EG-2016-CV229538-42371,"2016-01-02","2016-01-02",Same Day,CV-229538,Christina VanderZanden,Consumer,"",Cairo,Al Qahirah,Egypt,TEC-PH-3132,"Apple Headset, Cordless",Phones,Technology,76.11,1,0.0,15.96,14.79,High
42274,EG-2016-KC654038-42371,"2016-01-02","2016-01-09",Standard Class,KC-654038,Kelly Collister,Consumer,"",Hurghada,Al Bahr Al Ahmar,Egypt,OFF-ST-4260,"Fellowes File Cart, Wire Frame",Storage,Office Supplies,136.38,1,0.0,28.62,4.57,Medium
22788,ID-2016-HW149357-42373,"2016-01-04","2016-01-06",First Class,HW-149357,Helen Wasserman,Corporate,"",Brisbane,Queensland,Australia,OFF-SU-4119,"Elite Box Cutter, Steel",Supplies,Office Supplies,92.583,3,0.1,-8.307,11.95,Medium
795,US-2016-SP209205-42374,"2016-01-05","2016-01-09",Standard Class,SP-209205,Susan Pistek,Consumer,"",Avellaneda,Santa Fe,Argentina,FUR-CH-5409,"Novimex Steel Folding Chair, Set of Two",Chairs,Furniture,101.376,3,0.4,-27.084,2.263,Medium
20384,ID-2016-RS197657-42374,"2016-01-05","2016-01-06",First Class,RS-197657,Roland Schwarz,Corporate,"",Mackay,Queensland,Australia,OFF-ST-5695,"Rogers Folders, Industrial",Storage,Office Supplies,84.159,3,0.1,-6.561,13.45,Medium
796,US-2016-SP209205-42374,"2016-01-05","2016-01-09",Standard Class,SP-209205,Susan Pistek,Consumer,"",Avellaneda,Santa Fe,Argentina,OFF-EN-4447,"GlobeWeis Manila Envelope, Recycled",Envelopes,Office Supplies,31.428,3,0.4,-19.392,2.197,Medium
50891,AJ-2016-DC32859-42376,"2016-01-07","2016-01-12",Standard Class,DC-32859,Debra Catini,Consumer,"",Baku,Baki,Azerbaijan,OFF-BI-3738,"Cardinal Index Tab, Durable",Binders,Office Supplies,7.62,1,0.0,3.42,1.42,Medium
25671,ID-2016-CD122807-42376,"2016-01-07","2016-01-13",Standard Class,CD-122807,Christina DeMoss,Consumer,"",Sydney,New South Wales,Australia,FUR-TA-5059,"Lesro Conference Table, Rectangular",Tables,Furniture,2993.025,5,0.3,726.825,333.06,Medium
25670,ID-2016-CD122807-42376,"2016-01-07","2016-01-13",Standard Class,CD-122807,Christina DeMoss,Consumer,"",Sydney,New South Wales,Australia,TEC-AC-4188,"Enermax Router, USB",Accessories,Technology,698.058,3,0.1,147.348,54.26,Medium
25673,ID-2016-CD122807-42376,"2016-01-07","2016-01-13",Standard Class,CD-122807,Christina DeMoss,Consumer,"",Sydney,New South Wales,Australia,TEC-CO-4575,"Hewlett Fax Machine, Color",Copiers,Technology,1156.896,4,0.1,-38.664,87.79,Medium
25672,ID-2016-CD122807-42376,"2016-01-07","2016-01-13",Standard Class,CD-122807,Christina DeMoss,Consumer,"",Sydney,New South Wales,Australia,FUR-CH-5808,"SAFCO Swivel Stool, Set of Two",Chairs,Furniture,765.855,5,0.1,8.505,28.59,Medium
25668,ID-2016-CD122807-42376,"2016-01-07","2016-01-13",Standard Class,CD-122807,Christina DeMoss,Consumer,"",Sydney,New South Wales,Australia,FUR-CH-4561,"Harbour Creations Swivel Stool, Adjustable",Chairs,Furniture,328.698,2,0.1,-14.622,18.79,Medium
45901,PL-2016-AT435103-42376,"2016-01-07","2016-01-12",Second Class,AT-435103,Alyssa Tate,Home Office,"",Gdansk,Pomerania,Poland,OFF-BI-4830,"Ibico Index Tab, Economy",Binders,Office Supplies,20.82,2,0.0,7.02,1.44,Medium
25669,ID-2016-CD122807-42376,"2016-01-07","2016-01-13",Standard Class,CD-122807,Christina DeMoss,Consumer,"",Sydney,New South Wales,Australia,TEC-PH-5813,"Samsung Audio Dock, Full Size",Phones,Technology,302.616,2,0.1,94.116,16.18,Medium
25674,ID-2016-CD122807-42376,"2016-01-07","2016-01-13",Standard Class,CD-122807,Christina DeMoss,Consumer,"",Sydney,New South Wales,Australia,OFF-SU-2985,"Acme Ruler, High Speed",Supplies,Office Supplies,45.117,3,0.1,-3.033,2.04,Medium
27280,IN-2016-MV181907-42376,"2016-01-07","2016-01-11",Standard Class,MV-181907,Mike Vittorini,Consumer,"",Brisbane,Queensland,Australia,OFF-ST-4080,"Eldon Lockers, Single Width",Storage,Office Supplies,1603.314,9,0.1,142.344,113.3,Medium
45941,CM-2016-AS28522-42377,"2016-01-08","2016-01-14",Standard Class,AS-28522,Alejandro Savely,Corporate,"",Nkongsamba,Littoral,Cameroon,OFF-ST-6024,"Smead Box, Industrial",Storage,Office Supplies,22.5,2,0.0,1.8,1.38,Medium
30211,ID-2016-RB193607-42377,"2016-01-08","2016-01-12",Standard Class,RB-193607,Raymond Buch,Consumer,"",Sydney,New South Wales,Australia,TEC-MA-5538,"Panasonic Calculator, Durable",Machines,Technology,226.8,5,0.1,-22.8,32.41,High
30213,ID-2016-RB193607-42377,"2016-01-08","2016-01-12",Standard Class,RB-193607,Raymond Buch,Consumer,"",Sydney,New South Wales,Australia,OFF-PA-4143,"Enermax Cards & Envelopes, 8.5 x 11",Paper,Office Supplies,184.464,4,0.1,77.784,8.71,High
30215,ID-2016-RB193607-42377,"2016-01-08","2016-01-12",Standard Class,RB-193607,Raymond Buch,Consumer,"",Sydney,New South Wales,Australia,OFF-PA-6608,"Xerox Computer Printout Paper, Recycled",Paper,Office Supplies,47.25,2,0.1,13.11,6.44,High
49246,TU-2016-AG390134-42377,"2016-01-08","2016-01-08",Same Day,AG-390134,Allen Goldenen,Consumer,"",Kayseri,Kayseri,Turkey,OFF-ST-4105,"Eldon Trays, Blue",Storage,Office Supplies,38.376,2,0.6,-40.344,4.57,Medium
49245,TU-2016-AG390134-42377,"2016-01-08","2016-01-08",Same Day,AG-390134,Allen Goldenen,Consumer,"",Kayseri,Kayseri,Turkey,OFF-LA-4685,"Hon Round Labels, 5000 Label Set",Labels,Office Supplies,11.28,4,0.6,-7.92,1.34,Medium
30214,ID-2016-RB193607-42377,"2016-01-08","2016-01-12",Standard Class,RB-193607,Raymond Buch,Consumer,"",Sydney,New South Wales,Australia,OFF-FA-3019,"Advantus Clamps, 12 Pack",Fasteners,Office Supplies,33.696,2,0.1,5.976,2.16,High
42556,KG-2016-PW903070-42377,"2016-01-08","2016-01-10",Second Class,PW-903070,Pauline Webber,Corporate,"",Osh,Osh,Kyrgyzstan,OFF-AR-3552,"Boston Sketch Pad, Blue",Art,Office Supplies,97.2,2,0.0,41.76,18.52,High
42557,KG-2016-PW903070-42377,"2016-01-08","2016-01-10",Second Class,PW-903070,Pauline Webber,Corporate,"",Osh,Osh,Kyrgyzstan,OFF-ST-6262,"Tenex Lockers, Industrial",Storage,Office Supplies,204.63,1,0.0,57.27,36.75,High
30212,ID-2016-RB193607-42377,"2016-01-08","2016-01-12",Standard Class,RB-193607,Raymond Buch,Consumer,"",Sydney,New South Wales,Australia,OFF-LA-3315,"Avery Round Labels, Adjustable",Labels,Office Supplies,9.072,2,0.1,-0.528,1.65,High
50445,LE-2016-CC267071-42378,"2016-01-09","2016-01-09",Same Day,CC-267071,Craig Carreira,Consumer,"",Beirut,Beirut,Lebanon,OFF-BI-3293,"Avery Index Tab, Clear",Binders,Office Supplies,12.66,2,0.0,0.48,4.45,Critical
50444,LE-2016-CC267071-42378,"2016-01-09","2016-01-09",Same Day,CC-267071,Craig Carreira,Consumer,"",Beirut,Beirut,Lebanon,TEC-MA-5546,"Panasonic Inkjet, Durable",Machines,Technology,624.42,2,0.0,124.86,195.23,Critical
24378,IN-2016-AH101207-42378,"2016-01-09","2016-01-09",Same Day,AH-101207,Adrian Hane,Home Office,"",Perth,Western Australia,Australia,TEC-AC-4151,"Enermax Flash Drive, Bluetooth",Accessories,Technology,112.104,3,0.1,13.644,21.84,High
50443,LE-2016-CC267071-42378,"2016-01-09","2016-01-09",Same Day,CC-267071,Craig Carreira,Consumer,"",Beirut,Beirut,Lebanon,OFF-EN-3105,"Ames Manila Envelope, Security-Tint",Envelopes,Office Supplies,54.18,2,0.0,21.66,13.11,Critical
47352,TU-2016-AS135134-42379,"2016-01-10","2016-01-15",Standard Class,AS-135134,Adrian Shami,Home Office,"",Etimesgut,Ankara,Turkey,OFF-BI-6377,"Wilson Jones Binder Covers, Recycled",Binders,Office Supplies,9.24,2,0.6,-8.34,1.52,Medium
50075,GG-2016-NP867047-42379,"2016-01-10","2016-01-16",Standard Class,NP-867047,Nora Paige,Consumer,"",Tbilisi,Tbilisi,Georgia,OFF-AP-3566,"Breville Coffee Grinder, Black",Appliances,Office Supplies,122.58,2,0.0,42.9,11.01,Medium
24818,ID-2016-JF153557-42379,"2016-01-10","2016-01-14",Standard Class,JF-153557,Jay Fein,Consumer,"",Dubbo,New South Wales,Australia,OFF-SU-4304,"Fiskars Box Cutter, High Speed",Supplies,Office Supplies,191.808,6,0.1,-19.332,8.31,Medium
45128,CA-2016-GT475523-42379,"2016-01-10","2016-01-12",First Class,GT-475523,Guy Thornton,Consumer,"",Montréal,Quebec,Canada,TEC-AC-5136,"Logitech Router, Programmable",Accessories,Technology,248.82,1,0.0,89.55,31.11,Medium
50076,GG-2016-NP867047-42379,"2016-01-10","2016-01-16",Standard Class,NP-867047,Nora Paige,Consumer,"",Tbilisi,Tbilisi,Georgia,OFF-BI-3719,"Cardinal Binder Covers, Recycled",Binders,Office Supplies,12.36,1,0.0,5.55,1.17,Medium
48009,AJ-2016-GZ45459-42379,"2016-01-10","2016-01-12",Second Class,GZ-45459,George Zrebassa,Corporate,"",Baku,Baki,Azerbaijan,OFF-BI-2919,"Acco Index Tab, Economy",Binders,Office Supplies,10.08,1,0.0,4.62,1.37,High
24819,ID-2016-JF153557-42379,"2016-01-10","2016-01-14",Standard Class,JF-153557,Jay Fein,Consumer,"",Dubbo,New South Wales,Australia,OFF-AR-3450,"BIC Canvas, Water Color",Art,Office Supplies,204.768,4,0.1,6.768,14.93,Medium
42493,IZ-2016-LT676561-42379,"2016-01-10","2016-01-14",Standard Class,LT-676561,Larry Tron,Consumer,"",Baghdad,Baghdad,Iraq,OFF-ST-4293,"Fellowes Trays, Blue",Storage,Office Supplies,57.39,1,0.0,3.99,1.69,Medium
21833,IN-2016-BD116207-42380,"2016-01-11","2016-01-15",Second Class,BD-116207,Brian DeCherney,Consumer,"",Bundaberg,Queensland,Australia,TEC-CO-3706,"Canon Personal Copier, Laser",Copiers,Technology,128.466,1,0.1,22.836,21.2,High
24410,IN-2016-ML177557-42380,"2016-01-11","2016-01-17",Standard Class,ML-177557,Max Ludwig,Home Office,"",Melbourne,Victoria,Australia,FUR-BO-4857,"Ikea Floating Shelf Set, Mobile",Bookcases,Furniture,777.87,5,0.1,198.72,26.9,Medium
47664,IR-2016-LS694560-42380,"2016-01-11","2016-01-15",Standard Class,LS-694560,Linda Southworth,Corporate,"",Kerman,Kerman,Iran,TEC-PH-3799,"Cisco Office Telephone, with Caller ID",Phones,Technology,80.46,1,0.0,10.44,5.43,Medium
25190,IN-2016-LC169307-42382,"2016-01-13","2016-01-17",Standard Class,LC-169307,Linda Cazamias,Corporate,"",Adelaide,South Australia,Australia,OFF-LA-4640,"Hon Color Coded Labels, Laser Printer Compatible",Labels,Office Supplies,46.116,4,0.1,11.676,3.18,High
15340,ES-2016-TG216408-42383,"2016-01-14","2016-01-14",Same Day,TG-216408,Trudy Glocke,Consumer,"",Vienna,Vienna,Austria,OFF-BI-6397,"Wilson Jones Hole Reinforcements, Clear",Binders,Office Supplies,3.99,1,0.0,0.42,1.51,Medium
15341,ES-2016-TG216408-42383,"2016-01-14","2016-01-14",Same Day,TG-216408,Trudy Glocke,Consumer,"",Vienna,Vienna,Austria,OFF-AP-4949,"KitchenAid Blender, Black",Appliances,Office Supplies,387.96,4,0.0,147.36,45.47,Medium
42387,NI-2016-DL292595-42383,"2016-01-14","2016-01-19",Standard Class,DL-292595,Daniel Lacy,Consumer,"",Kano,Kano,Nigeria,FUR-BO-3637,"Bush Floating Shelf Set, Traditional",Bookcases,Furniture,51.381,1,0.7,-89.079,5.76,Medium
42384,NI-2016-DL292595-42383,"2016-01-14","2016-01-19",Standard Class,DL-292595,Daniel Lacy,Consumer,"",Kano,Kano,Nigeria,OFF-AR-3537,"Boston Markers, Blue",Art,Office Supplies,79.11,10,0.7,-76.59,5.27,Medium
42383,NI-2016-DL292595-42383,"2016-01-14","2016-01-19",Standard Class,DL-292595,Daniel Lacy,Consumer,"",Kano,Kano,Nigeria,OFF-AR-3531,"Boston Highlighters, Blue",Art,Office Supplies,22.644,4,0.7,-33.996,2.16,Medium
42385,NI-2016-DL292595-42383,"2016-01-14","2016-01-19",Standard Class,DL-292595,Daniel Lacy,Consumer,"",Kano,Kano,Nigeria,OFF-EN-4446,"GlobeWeis Mailers, with clear poly window",Envelopes,Office Supplies,25.254,2,0.7,-42.966,1.74,Medium
42177,TU-2016-AG300134-42383,"2016-01-14","2016-01-19",Standard Class,AG-300134,Aleksandra Gannaway,Corporate,"",Istanbul,Istanbul,Turkey,OFF-AR-3500,"Binney & Smith Sketch Pad, Easy-Erase",Art,Office Supplies,18.636,1,0.6,-20.994,1.53,High
42386,NI-2016-DL292595-42383,"2016-01-14","2016-01-19",Standard Class,DL-292595,Daniel Lacy,Consumer,"",Kano,Kano,Nigeria,OFF-AR-5917,"Sanford Markers, Blue",Art,Office Supplies,6.975,1,0.7,-11.865,1.31,Medium
42178,TU-2016-AG300134-42383,"2016-01-14","2016-01-19",Standard Class,AG-300134,Aleksandra Gannaway,Corporate,"",Istanbul,Istanbul,Turkey,OFF-EN-3096,"Ames Interoffice Envelope, Recycled",Envelopes,Office Supplies,35.136,2,0.6,-13.224,3.65,High
15339,ES-2016-TG216408-42383,"2016-01-14","2016-01-14",Same Day,TG-216408,Trudy Glocke,Consumer,"",Vienna,Vienna,Austria,TEC-AC-5196,"Memorex Flash Drive, USB",Accessories,Technology,88.83,3,0.0,7.92,3.81,Medium
42382,NI-2016-DL292595-42383,"2016-01-14","2016-01-19",Standard Class,DL-292595,Daniel Lacy,Consumer,"",Kano,Kano,Nigeria,OFF-BI-6402,"Wilson Jones Index Tab, Clear",Binders,Office Supplies,1.773,1,0.7,-3.627,1.17,Medium
42179,TU-2016-AG300134-42383,"2016-01-14","2016-01-19",Standard Class,AG-300134,Aleksandra Gannaway,Corporate,"",Istanbul,Istanbul,Turkey,OFF-EN-3663,"Cameo Interoffice Envelope, Set of 50",Envelopes,Office Supplies,113.832,6,0.6,-68.328,14.5,High
41518,EG-2016-BS166538-42383,"2016-01-14","2016-01-17",First Class,BS-166538,Brian Stugart,Consumer,"",Alexandria,Al Iskandariyah,Egypt,OFF-ST-5706,"Rogers Shelving, Industrial",Storage,Office Supplies,62.61,1,0.0,18.78,14.77,High
42723,JO-2016-GA472567-42384,"2016-01-15","2016-01-20",Standard Class,GA-472567,Guy Armstrong,Consumer,"",Wadi as Sir,'Amman,Jordan,OFF-ST-4250,"Fellowes Box, Blue",Storage,Office Supplies,157.44,8,0.0,24.96,25.5,High
42724,JO-2016-GA472567-42384,"2016-01-15","2016-01-20",Standard Class,GA-472567,Guy Armstrong,Consumer,"",Wadi as Sir,'Amman,Jordan,OFF-BI-4818,"Ibico Binding Machine, Recycled",Binders,Office Supplies,103.56,2,0.0,18.6,13.76,High
42726,JO-2016-GA472567-42384,"2016-01-15","2016-01-20",Standard Class,GA-472567,Guy Armstrong,Consumer,"",Wadi as Sir,'Amman,Jordan,TEC-AC-4179,"Enermax Numeric Keypad, Erganomic",Accessories,Technology,352.98,6,0.0,38.7,52.66,High
42725,JO-2016-GA472567-42384,"2016-01-15","2016-01-20",Standard Class,GA-472567,Guy Armstrong,Consumer,"",Wadi as Sir,'Amman,Jordan,TEC-MA-5545,"Panasonic Card Printer, Wireless",Machines,Technology,173.82,1,0.0,24.33,17.7,High
50801,MO-2016-BN147086-42385,"2016-01-16","2016-01-22",Standard Class,BN-147086,Brad Norvell,Corporate,"",Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,FUR-TA-4635,"Hon Coffee Table, Fully Assembled",Tables,Furniture,634.74,2,0.0,215.76,64.35,Medium
28464,IN-2016-TH211157-42385,"2016-01-16","2016-01-21",Standard Class,TH-211157,Thea Hudgings,Corporate,"",Melbourne,Victoria,Australia,OFF-PA-6615,"Xerox Message Books, Premium",Paper,Office Supplies,109.998,6,0.1,4.878,9.43,High
28463,IN-2016-TH211157-42385,"2016-01-16","2016-01-21",Standard Class,TH-211157,Thea Hudgings,Corporate,"",Melbourne,Victoria,Australia,OFF-FA-2962,"Accos Thumb Tacks, Metal",Fasteners,Office Supplies,37.26,3,0.1,5.31,6.11,High
28466,IN-2016-TH211157-42385,"2016-01-16","2016-01-21",Standard Class,TH-211157,Thea Hudgings,Corporate,"",Melbourne,Victoria,Australia,OFF-AP-4950,"KitchenAid Blender, Silver",Appliances,Office Supplies,88.965,1,0.1,32.595,14.74,High
28465,IN-2016-TH211157-42385,"2016-01-16","2016-01-21",Standard Class,TH-211157,Thea Hudgings,Corporate,"",Melbourne,Victoria,Australia,OFF-BI-2899,"Acco Binding Machine, Clear",Binders,Office Supplies,181.98,4,0.1,50.46,29.21,High
